,ethnicity_ID,wikidata_id,ethnicity_label,corresponding_ethnicity,count
236,/m/02p7gyv,Q4958704,Brazilian Americans,https://en.wikipedia.org/wiki/Brazilian_Americans,1
237,/m/03sx6v,Q5030929,German Canadians,https://en.wikipedia.org/wiki/German_Canadians,2
238,/m/0bfrrj,Q6894521,Mohyal,https://en.wikipedia.org/wiki/Mohyal_Brahmin,1
239,/m/02pzb09,Q3573855,Castilians,https://en.wikipedia.org/wiki/Castilians,1
240,/m/052r3t,Q2975309,Bhutia,https://en.wikipedia.org/wiki/Bhutia,1
241,/m/0268pvf,Q9149944,Iraqi Americans,https://en.wikipedia.org/wiki/Iraqi_Americans,1
242,/m/013s2p,Q940348,Bosniaks,https://en.wikipedia.org/wiki/Bosniaks,1
243,/m/09chmw,Q3803351,Filipino people of Spanish ancestry,https://en.wikipedia.org/wiki/Filipino_people_of_Spanish_ancestry,1
244,/m/0ft9bs,Q7586050,Sri Lankan Tamil diaspora,https://en.wikipedia.org/wiki/Sri_Lankan_Tamil_diaspora,1
245,/m/013b7g,Q102251,Sephardi Jews,https://en.wikipedia.org/wiki/Sephardic_Jews,1
246,/m/02r_qms,Q873625,Brazilians,https://en.wikipedia.org/wiki/Brazilians,6
247,/m/0cx3p,Q45315,Berber,https://en.wikipedia.org/wiki/Berbers,3
248,/m/026cybk,Q3026394,Serbian Canadians,https://en.wikipedia.org/wiki/Serbian_Canadians,3
249,/m/04ydrsn,Q12404065,Israeli Americans,https://en.wikipedia.org/wiki/Israeli_Americans,8
250,/m/067lrj,Q5601752,Greek Canadians,https://en.wikipedia.org/wiki/Greek_Canadians,4
251,/m/0c3wsgg,Q1891793,Moroccans,https://en.wikipedia.org/wiki/Moroccans,1
252,/m/04zjjt,Q573598,history of the Jews in India,https://en.wikipedia.org/wiki/History_of_the_Jews_in_India,1
253,/m/0180zw,Q203178,Kikuyu,https://en.wikipedia.org/wiki/Kikuyu_people,1
254,/m/0hj35,Q207996,Xhosa people,https://en.wikipedia.org/wiki/Xhosa_people,6
255,/m/025tvhm,Q1061510,Egyptians,https://en.wikipedia.org/wiki/Egyptians,3
256,/m/01p7s6,Q1026,Poles,https://en.wikipedia.org/wiki/Polish_people,17
257,/m/02rp50t,Q2696805,Dutch Australian,https://en.wikipedia.org/wiki/Dutch_Australians,1
258,/m/025x6k1,Q1262389,Serbs in North Macedonia,https://en.wikipedia.org/wiki/Serbs_in_North_Macedonia,1
259,/m/0150zs,Q787519,Arab Americans,https://en.wikipedia.org/wiki/Arab_Americans,4
260,/m/0j4w_,Q167420,Croats,https://en.wikipedia.org/wiki/Croats,2
261,/m/0br_8h,Q752526,Galicians,https://en.wikipedia.org/wiki/Galicians,2
262,/m/0266mf0,Q4115525,Palestinians in the United States,https://en.wikipedia.org/wiki/Palestinian_Americans,2
263,/m/03cnzsg,Q7981927,Welsh Italians,https://en.wikipedia.org/wiki/Welsh_Italians,1
264,/m/04hlx1,Q245794,Greek Cypriots,https://en.wikipedia.org/wiki/Greek_Cypriots,1
265,/m/0288fw3,Q7210044,Poles in the United Kingdom,https://en.wikipedia.org/wiki/Poles_in_the_United_Kingdom,1
266,/m/02vkw95,Q5334370,Ecuadorian Americans,https://en.wikipedia.org/wiki/Ecuadorian_Americans,2
267,/m/0fq6zlv,,,,2
268,/m/01sq7s,Q116971,Mohawk,https://en.wikipedia.org/wiki/Mohawk_people,4
269,/m/03r_k,Q189975,Inuit,https://en.wikipedia.org/wiki/Inuit,2
270,/m/0fk3s,Q107434,Sioux,https://en.wikipedia.org/wiki/Sioux,4
271,/m/046j25,Q1886046,Lumbee,https://en.wikipedia.org/wiki/Lumbee,2
272,/m/0338zd,Q1200528,Malaysian Chinese,https://en.wikipedia.org/wiki/Malaysian_Chinese,4
273,/m/027lf0d,Q5766070,Hindkowans,https://en.wikipedia.org/wiki/Hindkowans,1
274,/m/0152s7,Q2849692,Anglo-Irish people,https://en.wikipedia.org/wiki/Anglo-Irish_people,1
275,/m/03d19xz,Q5030922,Canadians in the United Kingdom,https://en.wikipedia.org/wiki/Canadians_in_the_United_Kingdom,1
276,/m/0520604,Q12352241,Mangaloreans,https://en.wikipedia.org/wiki/Mangaloreans,1
277,/m/04_tz7,Q7541693,Slovene Americans,https://en.wikipedia.org/wiki/Slovene_Americans,3
278,/m/01vsch,Q201111,Aromanians,https://en.wikipedia.org/wiki/Aromanians,1
279,/m/01d7kx,Q726673,Swedish-speaking population of Finland,https://en.wikipedia.org/wiki/Swedish-speaking_population_of_Finland,3
280,/m/051wcch,Q4996189,Bulgarian Canadians,https://en.wikipedia.org/wiki/Bulgarian_Canadians,1
281,/m/09lz9zx,,,,1
282,/m/0738n4,Q4713742,Hmong Americans,https://en.wikipedia.org/wiki/Hmong_Americans,3
283,/m/0ffjvd,Q2505231,Ukrainian Americans,https://en.wikipedia.org/wiki/Ukrainian_Americans,3
284,/m/051x6yk,Q1087095,Arabs in Bulgaria,https://en.wikipedia.org/wiki/Arabs_in_Bulgaria,1
285,/m/05sycg,Q2722871,British Asians,https://en.wikipedia.org/wiki/British_Asians,2
286,/m/0fp54b,Q711083,Koryo-saram,https://en.wikipedia.org/wiki/Koryo-saram,1
287,/m/027vy0s,Q2033181,White Latin American,https://en.wikipedia.org/wiki/White_Latin_Americans,4
288,/m/0gf5k1,Q3804346,Italians in the United Kingdom,https://en.wikipedia.org/wiki/Italians_in_the_United_Kingdom,2
289,/m/0dc58y8,,,,2
290,/m/07g8yp,Q4999416,Burmese Americans,https://en.wikipedia.org/wiki/Burmese_Americans,1
291,/m/0444sm4,,,,1
292,/m/0318mh,Q170284,Finns,https://en.wikipedia.org/wiki/Finns,7
293,/m/07hyjp,Q3154488,Irish Australians,https://en.wikipedia.org/wiki/Irish_Australians,3
294,/m/01c034,Q383946,Lao people,https://en.wikipedia.org/wiki/Lao_people,2
295,/m/09fqz7,Q5187093,Croatian Australians,https://en.wikipedia.org/wiki/Croatian_Australians,1
296,/m/03ndvw,Q216151,Vietnamese people,https://en.wikipedia.org/wiki/Vietnamese_people,3
297,/m/0b79c7,Q1196649,Kashmiri people,https://en.wikipedia.org/wiki/Kashmiris,6
298,/m/0665pp,Q719549,Rohilla,https://en.wikipedia.org/wiki/Rohilla,1
299,/m/03d26m9,Q2035264,Hondurans,https://en.wikipedia.org/wiki/Hondurans,2
300,/m/04lhn7b,Q7565427,South African Americans,https://en.wikipedia.org/wiki/South_African_Americans,1
301,/m/03h1dq9,Q3026377,Indian diaspora in France,https://en.wikipedia.org/wiki/Indians_in_France,1
302,/m/0152wh,Q1945786,Chinese Indonesians,https://en.wikipedia.org/wiki/Chinese_Indonesians,2
303,/m/0cc5y74,,,,1
304,/m/012f86,Q44806,Ukrainians,https://en.wikipedia.org/wiki/Ukrainians,7
305,/m/0h6mqq9,,,,1
306,/m/03wbmrc,Q5555460,Ghanaian Americans,https://en.wikipedia.org/wiki/Ghanaian_Americans,4
307,/m/0dqrh8,Q7209875,Polish Australians,https://en.wikipedia.org/wiki/Polish_Australians,1
308,/m/07n8wy,Q3595742,Agrawal,https://en.wikipedia.org/wiki/Agrawal,1
309,/m/01267,Q179248,Albanians,https://en.wikipedia.org/wiki/Albanians,2
310,/m/01mw1s,Q1207351,Chinese Canadians,https://en.wikipedia.org/wiki/Chinese_Canadians,4
311,/m/02gx2x,Q49209,Javanese,https://en.wikipedia.org/wiki/Javanese_people,5
312,/m/03x_lpj,Q4445351,Sudanese Arabs,https://en.wikipedia.org/wiki/Sudanese_Arabs,1
313,/m/02rm7_9,Q7171212,Peruvians in the United Kingdom,https://en.wikipedia.org/wiki/Peruvians_in_the_United_Kingdom,2
314,/m/04csgrq,Q7511479,Sierra Leoneans in the United Kingdom,https://en.wikipedia.org/wiki/Sierra_Leoneans_in_the_United_Kingdom,4
315,/m/05qb937,Q2996826,Venezuelans,https://en.wikipedia.org/wiki/Venezuelans,3
316,/m/05vhv7,Q3521791,Mudaliar,https://en.wikipedia.org/wiki/Mudaliar,1
317,/m/078ds,Q932244,Sinhalese,https://en.wikipedia.org/wiki/Sinhalese_people,5
318,/m/0dq1q,Q117191,Cree,https://en.wikipedia.org/wiki/Cree,3
319,/m/04wy6k,Q5025138,Cambodian Americans,https://en.wikipedia.org/wiki/Cambodian_Americans,2
320,/m/03vghh,Q178630,Portuguese,https://en.wikipedia.org/wiki/Portuguese_people,7
321,/m/065577s,,,,2
322,/m/04l_pt,Q2408653,Thai Chinese,https://en.wikipedia.org/wiki/Thai_Chinese,4
323,/m/0463n9y,,,,1
324,/m/0d32d1,Q2195308,Chinese Jamaicans,https://en.wikipedia.org/wiki/Chinese_Jamaicans,1
325,/m/0c41n,Q415054,Acadians,https://en.wikipedia.org/wiki/Acadians,3
326,/m/03ck8x1,,,,1
327,/m/09snp5,Q12644212,Muhajir,https://en.wikipedia.org/wiki/Muhajir_(Pakistan),1
328,/m/0fxmtg,Q5892930,Honduran Americans,https://en.wikipedia.org/wiki/Honduran_Americans,1
329,/m/02r11hz,Q15055500,Lebanese Mexicans,https://en.wikipedia.org/wiki/Lebanese_Mexicans,1
330,/m/0268xtg,Q3026395,Serbian Australians,https://en.wikipedia.org/wiki/Serbian_Australians,2
331,/m/026kx7g,Q2997267,Colombians,https://en.wikipedia.org/wiki/Colombians,1
332,/m/09tqq8q,Q15307583,Ghanaian,https://en.wikipedia.org/wiki/Ghanaians,3
333,/m/03kbr,Q10090,Hindu,https://en.wikipedia.org/wiki/Hindus,2
334,/m/05c60ml,Q1276073,Chileans,https://en.wikipedia.org/wiki/Chileans,6
335,/m/05mtdy,Q3150506,Indo-Canadians,https://en.wikipedia.org/wiki/Indian_Canadians,2
336,/m/064pj,Q484206,Persians,https://en.wikipedia.org/wiki/Persians,3
337,/m/026zlyd,Q1075929,African people,https://en.wikipedia.org/wiki/African_people,6
338,/m/08yg47,Q3352263,Bengali Brahmins,https://en.wikipedia.org/wiki/Bengali_Brahmin,1
339,/m/03x_fq7,Q12060728,Aboriginal Australians,https://en.wikipedia.org/wiki/Aboriginal_Australians,1
340,/m/06k6sl,Q5099734,Swedish Canadians,https://en.wikipedia.org/wiki/Swedish_Canadians,1
341,/m/0b8yvr,Q7633360,Sudanese Australians,https://en.wikipedia.org/wiki/Sudanese_Australians,1
342,/m/01tyl3,Q2657969,Vietnamese Americans,https://en.wikipedia.org/wiki/Vietnamese_Americans,3
343,/m/04sfz4s,,,,1
344,/m/02vkd28,Q5639720,Haitian Americans,https://en.wikipedia.org/wiki/Haitian_Americans,3
345,/m/0647lm,Q7125803,Pakistani Americans,https://en.wikipedia.org/wiki/Pakistani_Americans,2
346,/m/0bvnws,Q648255,Kabyle people,https://en.wikipedia.org/wiki/Kabyle_people,1
347,/m/07lv5x,Q4842385,Bahamian Americans,https://en.wikipedia.org/wiki/Bahamian_Americans,4
348,/m/02r3wfk,Q4970177,British Jamaicans,https://en.wikipedia.org/wiki/British_Jamaicans,2
349,/m/02qv716,Q5501667,French-speaking Quebecer,https://en.wikipedia.org/wiki/French-speaking_Quebecer,1
350,/m/0h8mzsl,,,,1
351,/m/01nft3,Q377085,Assyrian people,https://en.wikipedia.org/wiki/Assyrian_people,2
352,/m/031_sd,Q337487,Rajput,https://en.wikipedia.org/wiki/Rajput,1
353,/m/0ffhvl,Q2464565,Turkish Americans,https://en.wikipedia.org/wiki/Turkish_Americans,2
354,/m/07s49c2,Q5098860,Chileans in the United Kingdom,https://en.wikipedia.org/wiki/Chileans_in_the_United_Kingdom,1
355,/m/03hf_6z,Q285828,Gibraltarian people,https://en.wikipedia.org/wiki/Gibraltarians,1
356,/m/03fk0c,Q191356,Icelanders,https://en.wikipedia.org/wiki/Icelanders,4
357,/m/01crfj,Q146744,Copts,https://en.wikipedia.org/wiki/Copts,4
358,/m/0h1nk0k,,,,1
359,/m/01flqq,,,,1
360,/m/021pd,Q324516,Choctaw,https://en.wikipedia.org/wiki/Choctaw,1
361,/m/0bms44,Q4386404,Louisiana Creole people,https://en.wikipedia.org/wiki/Louisiana_Creole_people,1
362,/m/07s9g04,Q6496280,Latin American British,https://en.wikipedia.org/wiki/Latin_American_migration_to_the_United_Kingdom,1
363,/m/03ty8_,Q1421205,Lithuanian Jews,https://en.wikipedia.org/wiki/Litvaks,1
364,/m/02rdfpy,Q7406487,Salvadoran Americans,https://en.wikipedia.org/wiki/Salvadoran_Americans,1
365,/m/02vys3l,Q7919819,Venezuelan Americans,https://en.wikipedia.org/wiki/Venezuelan_Americans,1
366,/m/03fvrb,Q3239254,Khatri,https://en.wikipedia.org/wiki/Khatri,1
367,/m/04pnf,Q1464994,Latino,https://en.wikipedia.org/wiki/Latino_(demonym),10
368,/m/0bvjpj,Q7032863,Nigerian Americans,https://en.wikipedia.org/wiki/Nigerian_Americans,1
369,/m/039z49,Q212106,Dinka people,https://en.wikipedia.org/wiki/Dinka_people,1
370,/m/01_5cg,Q102090,Apache,https://en.wikipedia.org/wiki/Apache,1
371,/m/03q819,Q236807,Yugoslavs,https://en.wikipedia.org/wiki/Yugoslavs,2
372,/m/025xss1,,,,1
373,/m/0c29q8,,,,1
374,/m/013s41,Q133255,Bulgarians,https://en.wikipedia.org/wiki/Bulgarians,4
375,/m/03x1x,Q68518,Iroquois,https://en.wikipedia.org/wiki/Iroquois,1
376,/m/05cc9h,Q241696,Somalis,https://en.wikipedia.org/wiki/Somali_people,2
377,/m/03m9my8,Q2686890,Arab Mexican,https://en.wikipedia.org/wiki/Arab_Mexicans,1
378,/m/0165md,Q1208167,Ryukyuan people,https://en.wikipedia.org/wiki/Ryukyuan_people,3
379,/m/0g44f5,,,,1
380,/m/0gtwjz6,Q5029742,Canadian Australian,https://en.wikipedia.org/wiki/Canadian_Australians,1
381,/m/01hm_,Q968848,Bohemian People,https://en.wikipedia.org/wiki/Bohemian_(demonym),1
382,/m/03zcwh,Q1976298,Ukrainian Canadians,https://en.wikipedia.org/wiki/Ukrainian_Canadians,5
383,/m/04lgl9t,Q4825530,Austrians in the United Kingdom,https://en.wikipedia.org/wiki/Austrians_in_the_United_Kingdom,1
384,/m/0g5k7qv,,,,1
385,/m/067lv3,Q2589229,Dutch Canadians,https://en.wikipedia.org/wiki/Dutch_Canadians,1
386,/m/0ftlzz,Q4272184,Luxembourgish Americans,https://en.wikipedia.org/wiki/Luxembourgish_Americans,1
387,/m/06y24j,Q1113048,Iranian Americans,https://en.wikipedia.org/wiki/Iranian_Americans,1
388,/m/02m0kh,Q819186,Mandinka people,https://en.wikipedia.org/wiki/Mandinka_people,2
389,/m/01l0ty,Q187985,Tibetan people,https://en.wikipedia.org/wiki/Tibetan_people,4
390,/m/03cmqbt,Q7573435,Spanish people of Filipino ancestry,https://en.wikipedia.org/wiki/Spanish_people_of_Filipino_ancestry,1
391,/m/0g5rkt4,Q509590,Corsicans,https://en.wikipedia.org/wiki/Corsicans,1
392,/m/02dd5z,Q340520,Aceh,https://en.wikipedia.org/wiki/Acehnese_people,1
393,/m/01gr8h,Q200513,Sherpa,https://en.wikipedia.org/wiki/Sherpa_people,1
394,/m/01vr3v,Q485150,Romanians,https://en.wikipedia.org/wiki/Romanians,3
395,/m/09g34_,Q310983,Malagasy people,https://en.wikipedia.org/wiki/Malagasy_peoples,1
396,/m/09cd0m,Q5448617,Filipino mestizo,https://en.wikipedia.org/wiki/Filipino_Mestizos,1
397,/m/03h11s3,Q4200801,Indian Australian,https://en.wikipedia.org/wiki/Indian_Australians,1
398,/m/05ms3p0,Q620089,Punjabi diaspora,https://en.wikipedia.org/wiki/Punjabi_diaspora,2
399,/m/04lfc70,Q4793325,Armenians in Italy,https://en.wikipedia.org/wiki/Armenians_in_Italy,1
400,/m/06dy2k,Q1064662,Serbs of Bosnia and Herzegovina,https://en.wikipedia.org/wiki/Serbs_of_Bosnia_and_Herzegovina,1
401,/m/013z8m,Q145665,Manchu,https://en.wikipedia.org/wiki/Manchu_people,2
402,/m/0ftwg,Q207050,Buryats,https://en.wikipedia.org/wiki/Buryats,1
403,/m/06bkf,Q245507,Quebeckers,https://en.wikipedia.org/wiki/Qu%C3%A9b%C3%A9cois_people,2
404,/m/0c_lbq,Q2598589,Armenians of Russia,https://en.wikipedia.org/wiki/Armenians_in_Russia,1
405,/m/0301xt,Q4770873,Dene,https://en.wikipedia.org/wiki/Dene,1
406,/m/01kb9y,Q1378555,multiracial people,https://en.wikipedia.org/wiki/Multiracial_people,2
407,/m/042199j,Q928333,Spaniards in Mexico,https://en.wikipedia.org/wiki/Spaniards_in_Mexico,1
408,/m/03m3p6w,,,,1
409,/m/0br_9j,Q1365830,Romani people in Spain,https://en.wikipedia.org/wiki/Gitanos,3
410,/m/032m0b,Q5094202,Chettiar,https://en.wikipedia.org/wiki/Chettiar,1
411,/m/05y2yj,Q3453511,Baltic Russians,https://en.wikipedia.org/wiki/Russians_in_the_Baltic_states,1
412,/m/01f9bg,Q1417088,Iñupiaq people,https://en.wikipedia.org/wiki/I%C3%B1upiat,1
413,/m/04hqxn,Q170352,Transylvanian Saxons,https://en.wikipedia.org/wiki/Transylvanian_Saxons,1
414,/m/068y7m,Q4269361,Greek Australians,https://en.wikipedia.org/wiki/Greek_Australians,1
415,/m/0ffk5n,Q4356656,Latvian Americans,https://en.wikipedia.org/wiki/Latvian_Americans,1
416,/m/03gy1h2,Q7129967,Panamanian Americans,https://en.wikipedia.org/wiki/Panamanian_Americans,1
417,/m/04wysy,Q219517,Dalit,https://en.wikipedia.org/wiki/Dalit,1
418,/m/04fh1b,Q2712961,Afro-Asians,https://en.wikipedia.org/wiki/Afro-Asians,3
419,/m/01h4n,Q126756,Basque people,https://en.wikipedia.org/wiki/Basques,1
420,/m/044bp_,Q6025447,Indo Caribbeans,https://en.wikipedia.org/wiki/Indo-Caribbean_people,1
421,/m/0dtkkb,Q2986879,British African-Caribbean people,https://en.wikipedia.org/wiki/British_African-Caribbean_people,1
422,/m/0fp4n,Q35565,Tatars,https://en.wikipedia.org/wiki/Tatars,3
423,/m/0166vx,Q45321045,Tejano,https://en.wikipedia.org/wiki/Tejanos,1
424,/m/047q05d,Q6511009,Lebanese people in the United Kingdom,https://en.wikipedia.org/wiki/Lebanese_people_in_the_United_Kingdom,1
425,/m/0c50f,Q262457,Métis,https://en.wikipedia.org/wiki/M%C3%A9tis,1
426,/m/01srl7,Q106974,Ossetians,https://en.wikipedia.org/wiki/Ossetians,1
427,/m/0fpxlz9,,,,1
428,/m/03lnnd,Q4450068,Thai Americans,https://en.wikipedia.org/wiki/Thai_Americans,3
429,/m/02pj9yr,,,,1
430,/m/04118b,Q321090,German Brazilians,https://en.wikipedia.org/wiki/German_Brazilians,1
431,/m/0xff,Q35323,Arabs,https://en.wikipedia.org/wiki/Arabs,2
432,/m/0bdynxs,,,,1
433,/m/01gby2,Q36692,Zhuang people,https://en.wikipedia.org/wiki/Zhuang_people,1
434,/m/0dn1_0,Q1675074,Italian immigration to Mexico,https://en.wikipedia.org/wiki/Italian_immigration_to_Mexico,2
435,/m/062szv5,,,,1
436,/m/062zk4r,,,,1
437,/m/0960kn,Q5030924,Danish Canadians,https://en.wikipedia.org/wiki/Danish_Canadians,1
438,/m/043_z22,,,,1
439,/m/097r55,Q125564,Manx people,https://en.wikipedia.org/wiki/Manx_people,3
440,/m/035b50,Q1144461,Japanese Brazilians,https://en.wikipedia.org/wiki/Japanese_Brazilians,1
441,/m/01hphz,Q925034,Indian diaspora,https://en.wikipedia.org/wiki/Indian_diaspora,1
442,/m/033fjj,Q1537653,Ho-Chunk,https://en.wikipedia.org/wiki/Ho-Chunk,1
443,/m/0b3zsn,Q5602121,Greeks in the United Kingdom,https://en.wikipedia.org/wiki/Greeks_in_the_United_Kingdom,2
444,/m/04lhnps,Q4858560,Barbadian Americans,https://en.wikipedia.org/wiki/Barbadian_Americans,1
445,/m/08c25t,Q217397,Wolof people,https://en.wikipedia.org/wiki/Wolof_people,4
446,/m/05sng,Q4115874,culture of Palestine,https://en.wikipedia.org/wiki/Culture_of_Palestine,2
447,/m/05bzpzx,Q5201739,Czech Australians,https://en.wikipedia.org/wiki/Czech_Australians,1
448,/m/064rb5l,Q1752440,Israeli Jews,https://en.wikipedia.org/wiki/Israeli_Jews,1
449,/m/01km_m,Q15863,Slovenes,https://en.wikipedia.org/wiki/Slovenes,1
450,/m/059v8,Q1123923,Nez Perce,https://en.wikipedia.org/wiki/Nez_Perce,1
451,/m/03b_13l,Q4302645,Swedish Australian,https://en.wikipedia.org/wiki/Swedish_Australians,1
452,/m/09c8kp,Q4690182,Afro-Guyanese,https://en.wikipedia.org/wiki/Afro-Guyanese,1
453,/m/05ztd1,Q1287427,Dogra,https://en.wikipedia.org/wiki/Dogras,1
454,/m/04c28,Q12223,Kurds,https://en.wikipedia.org/wiki/Kurds,1
455,/m/03sk2,Q3044242,demographics of Iraq,https://en.wikipedia.org/wiki/Demographics_of_Iraq,1
456,/m/04jtjvt,,,,1
457,/m/03hjx6f,Q4920978,Black Hispanic and Latino Americans,https://en.wikipedia.org/wiki/Black_Hispanic_and_Latino_Americans,1
458,/m/027936c,Q3059102,Gin people,https://en.wikipedia.org/wiki/Gin_people,1
459,/m/06w4lv,Q17054305,Indo-Guyanese,https://en.wikipedia.org/wiki/Indo-Guyanese,1
460,/m/03nvq,Q115473,Hazaras,https://en.wikipedia.org/wiki/Hazaras,1
461,/m/03nz70,Q828398,Hutsuls,https://en.wikipedia.org/wiki/Hutsuls,1
462,/m/01g3rx,Q109402,Aymara,https://en.wikipedia.org/wiki/Aymara_people,1
463,/m/02wz7j,Q1572875,Oneida,https://en.wikipedia.org/wiki/Oneida_people,1
464,/m/04kdwcx,,,,1
465,/m/04_8lfc,,,,1
466,/m/033qt1,Q482942,Azerbaijanis,https://en.wikipedia.org/wiki/Azerbaijanis,1
467,/m/08j1fb,Q4855425,Bangladeshi Americans,https://en.wikipedia.org/wiki/Bangladeshi_Americans,1
468,/m/07wsyr,Q472834,Thai people,https://en.wikipedia.org/wiki/Thai_people,1
469,/m/06vb7b,Q10859771,Iranian Canadians,https://en.wikipedia.org/wiki/Iranian_Canadians,1
470,/m/012fh,Q385799,Afrikaners,https://en.wikipedia.org/wiki/Afrikaners,1
471,/m/0dm3xpw,,,,1
472,/m/09r2kh,Q46295,peoples of the Caucasus,https://en.wikipedia.org/wiki/Ethnic_groups_in_the_Caucasus,1
473,/m/02ry8mk,Q2983498,Sierra Leone Creole people,https://en.wikipedia.org/wiki/Sierra_Leone_Creole_people,1
474,/m/026d074,Q16839420,Goans,https://en.wikipedia.org/wiki/Goans,1
475,/m/0fk55,Q322951,Cheyennes,https://en.wikipedia.org/wiki/Cheyenne,1
476,/m/013y54,Q42740,Han Chinese people,https://en.wikipedia.org/wiki/Han_Chinese,1
